#Number of particles   : 500
#Number of trajectories: 300000
#Temperature           : 8
#Number of timestamps  : 10000
#Runtime in seconds    : 40560.230000
#time       real_part      imaginary_part
     3.095      0.11677   -0.00134007
       3.1     0.116817   -0.0013647
     3.105     0.116862   -0.00138857
      3.11     0.116906   -0.00141161
     3.115     0.116948   -0.00143377
      3.12     0.116989   -0.00145498
     3.125     0.117028   -0.00147517
      3.13     0.117066   -0.00149428
     3.135     0.117102   -0.00151226
      3.14     0.117136   -0.00152905
     3.145     0.117169   -0.00154459
      3.15       0.1172   -0.00155884
     3.155      0.11723   -0.00157175
      3.16     0.117257   -0.00158327
     3.165     0.117283   -0.00159337
      3.17     0.117307   -0.00160202
     3.175      0.11733   -0.00160917
      3.18      0.11735   -0.0016148
     3.185     0.117369   -0.0016189
      3.19     0.117386   -0.00162145
     3.195     0.117402   -0.00162244
       3.2     0.117415   -0.00162186
     3.205     0.117427   -0.00161971
      3.21     0.117437    -0.001616
     3.215     0.117446   -0.00161074
      3.22     0.117452   -0.00160396
     3.225     0.117458   -0.00159567
      3.23     0.117461   -0.00158591
     3.235     0.117464   -0.00157471
      3.24     0.117464   -0.00156213
     3.245     0.117464   -0.0015482
      3.25     0.117462   -0.00153298
     3.255     0.117459   -0.00151654
      3.26     0.117454   -0.00149893
     3.265     0.117449   -0.00148023
      3.27     0.117443   -0.00146052
     3.275     0.117435   -0.00143987
      3.28     0.117427   -0.00141837
     3.285     0.117418   -0.0013961
      3.29     0.117408   -0.00137316
     3.295     0.117398   -0.00134963
       3.3     0.117388   -0.00132562
     3.305     0.117377   -0.00130122
      3.31     0.117365   -0.00127653
     3.315     0.117354   -0.00125164
      3.32     0.117342   -0.00122666
     3.325     0.117331   -0.00120169
      3.33      0.11732   -0.00117681
     3.335     0.117308   -0.00115214
      3.34     0.117298   -0.00112775
     3.345     0.117287   -0.00110374
      3.35     0.117277   -0.0010802
     3.355     0.117268   -0.00105722
      3.36     0.117259   -0.00103487
     3.365     0.117251   -0.00101322
      3.37     0.117244   -0.000992365
     3.375     0.117238   -0.000972354
      3.38     0.117233   -0.000953253
     3.385     0.117229   -0.000935117
      3.39     0.117226   -0.000917998
     3.395     0.117224   -0.00090194
       3.4     0.117224   -0.000886981
     3.405     0.117225   -0.000873156
      3.41     0.117227   -0.000860491
     3.415     0.117231   -0.000849007
      3.42     0.117236   -0.000838722
     3.425     0.117243   -0.000829645
      3.43     0.117251   -0.00082178
     3.435     0.117261   -0.000815129
      3.44     0.117273   -0.000809686
     3.445     0.117287   -0.000805442
      3.45     0.117302   -0.000802383
     3.455     0.117318   -0.00080049
      3.46     0.117337   -0.000799744
     3.465     0.117357   -0.000800118
      3.47     0.117379   -0.000801586
     3.475     0.117402   -0.000804118
      3.48     0.117428   -0.000807681
     3.485     0.117455   -0.000812241
      3.49     0.117483   -0.000817762
     3.495     0.117513   -0.00082421
       3.5     0.117545   -0.000831546
     3.505     0.117578   -0.000839732
      3.51     0.117612   -0.000848732
     3.515     0.117648   -0.000858508
      3.52     0.117685   -0.000869024
     3.525     0.117724   -0.000880243
      3.53     0.117763   -0.00089213
     3.535     0.117804   -0.000904652
      3.54     0.117846   -0.000917776
     3.545     0.117889   -0.000931471
      3.55     0.117933   -0.000945708
     3.555     0.117977   -0.00096046
      3.56     0.118023   -0.000975699
     3.565     0.118069   -0.000991403
      3.57     0.118116   -0.00100755
     3.575     0.118163   -0.00102411
      3.58     0.118211   -0.00104108
     3.585     0.118259   -0.00105843
      3.59     0.118308   -0.00107614
     3.595     0.118357   -0.0010942
       3.6     0.118407   -0.0011126
     3.605     0.118456   -0.00113133
      3.61     0.118506   -0.00115036
     3.615     0.118556   -0.00116968
      3.62     0.118605   -0.00118929
     3.625     0.118655   -0.00120917
      3.63     0.118705   -0.0012293
     3.635     0.118755   -0.00124968
      3.64     0.118805   -0.00127028
     3.645     0.118854   -0.00129109
      3.65     0.118904   -0.00131211
     3.655     0.118953   -0.0013333
      3.66     0.119002   -0.00135465
     3.665     0.119051   -0.00137614
      3.67       0.1191   -0.00139775
     3.675     0.119149   -0.00141946
      3.68     0.119197   -0.00144124
     3.685     0.119245   -0.00146308
      3.69     0.119293   -0.00148493
     3.695     0.119341   -0.00150678
       3.7     0.119388   -0.0015286
     3.705     0.119436   -0.00155037
      3.71     0.119482   -0.00157205
     3.715     0.119529   -0.00159361
      3.72     0.119575   -0.00161504
     3.725     0.119622   -0.0016363
      3.73     0.119667   -0.00165737
     3.735     0.119713   -0.00167822
      3.74     0.119758   -0.00169883
     3.745     0.119803   -0.00171919
      3.75     0.119848   -0.00173926
     3.755     0.119892   -0.00175904
      3.76     0.119936   -0.00177851
     3.765     0.119979   -0.00179765
      3.77     0.120022   -0.00181647
     3.775     0.120065   -0.00183494
      3.78     0.120107   -0.00185307
     3.785     0.120149   -0.00187086
      3.79      0.12019   -0.0018883
     3.795     0.120231   -0.0019054
       3.8     0.120271   -0.00192216
     3.805     0.120311   -0.0019386
      3.81      0.12035   -0.00195471
     3.815     0.120388   -0.00197051
      3.82     0.120425   -0.00198601
     3.825     0.120462   -0.00200123
      3.83     0.120498   -0.00201616
     3.835     0.120533   -0.00203083
      3.84     0.120568   -0.00204525
     3.845     0.120601   -0.00205943
      3.85     0.120634   -0.00207337
     3.855     0.120666   -0.0020871
      3.86     0.120697   -0.0021006
     3.865     0.120727   -0.00211389
      3.87     0.120756   -0.00212698
     3.875     0.120784   -0.00213985
      3.88     0.120811   -0.00215251
     3.885     0.120837   -0.00216495
      3.89     0.120863   -0.00217717
     3.895     0.120887   -0.00218915
       3.9     0.120911   -0.00220087
     3.905     0.120933   -0.00221233
      3.91     0.120955   -0.00222349
     3.915     0.120976   -0.00223434
      3.92     0.120996   -0.00224485
     3.925     0.121016   -0.00225499
      3.93     0.121035   -0.00226473
     3.935     0.121053   -0.00227403
      3.94      0.12107   -0.00228287
     3.945     0.121087   -0.0022912
      3.95     0.121104   -0.00229898
     3.955      0.12112   -0.00230618
      3.96     0.121135   -0.00231276
     3.965      0.12115   -0.00231868
      3.97     0.121165   -0.00232389
     3.975     0.121179   -0.00232837
      3.98     0.121194   -0.00233207
     3.985     0.121208   -0.00233495
      3.99     0.121222   -0.00233699
     3.995     0.121236   -0.00233815
         4      0.12125   -0.0023384
     4.005     0.121264   -0.00233771
      4.01     0.121278   -0.00233606
     4.015     0.121292   -0.00233344
      4.02     0.121307   -0.00232982
     4.025     0.121321   -0.0023252
      4.03     0.121336   -0.00231957
     4.035     0.121352   -0.00231293
      4.04     0.121367   -0.00230528
     4.045     0.121383   -0.00229664
      4.05       0.1214    -0.002287
     4.055     0.121417   -0.0022764
